
================================================================================
EXPERIMENT LOG
================================================================================
Experiment Name: deterministic_translate_backoff
Start Time: 2025-12-07T14:11:52.930149

GIT INFORMATION:
  Commit:  f50706e3b2fc3bb2d641fdcef52ab32d6c62af24
  Branch:  main
  Remote:  https://github.com/alainwelliver/deep-learning-speedrun-project.git
  Dirty:   True
  
GPU INFORMATION:
  CUDA Available: True
  Device Count:   1
  CUDA Version:   12.8
  PyTorch:        2.8.0+cu128
  Device 0: NVIDIA A100 80GB PCIe (85.0 GB)

================================================================================

[2025-12-07 14:11:52.930] [INFO] Starting experiment: deterministic_translate_backoff
[2025-12-07 14:11:52.930] [INFO] Configuration file: configs/deterministic_translate_backoff.json
[2025-12-07 14:11:52.930] [INFO] Module: airbench94_deterministic_with_backoff
[2025-12-07 14:11:52.930] [INFO] Number of runs: 100
[2025-12-07 14:11:52.930] [INFO] Base seed: 42
[2025-12-07 14:11:52.930] [INFO] Hypothesis: Using deterministic translation only in the early epochs and backing off to flip-only augmentation later reduces per-epoch compute while preserving accuracy.
[2025-12-07 14:11:52.930] [INFO] Modification: Deterministic 2-pixel translation for epochs 0–6, then turn off translation (flip-only) from epoch 7 onward using a backoff schedule in the CifarLoader.
[2025-12-07 14:11:52.931] [INFO] Hyperparameters saved to hyperparameters.json
[2025-12-07 14:11:52.931] [INFO] Hyperparameters: {
  "experiment_name": "deterministic_translate_backoff",
  "hypothesis": "Using deterministic translation only in the early epochs and backing off to flip-only augmentation later reduces per-epoch compute while preserving accuracy.",
  "modification": "Deterministic 2-pixel translation for epochs 0\u20136, then turn off translation (flip-only) from epoch 7 onward using a backoff schedule in the CifarLoader.",
  "description": "This experiment extends deterministic translation augmentation with a simple curriculum: early in training, each epoch uses deterministic translation based on hash(image_index) + epoch with grouped indices for efficiency. After a fixed backoff epoch (7), the loader no longer applies translation, only flip (with alternating flip between epochs). This aims to retain the benefits of stronger augmentation early while reducing augmentation overhead late in training, potentially lowering average runtime per run.",
  "base_seed": 42,
  "batch_size": 1024,
  "learning_rate": 11.5,
  "epochs": 9.9,
  "momentum": 0.85,
  "weight_decay": 0.0153,
  "bias_scaler": 64.0,
  "label_smoothing": 0.2,
  "whiten_bias_epochs": 3,
  "augmentation": {
    "flip": true,
    "translate": 2,
    "deterministic_translate": true,
    "translate_backoff_epoch": 7
  },
  "target_accuracy": 0.94,
  "baseline_accuracy": 0.9401,
  "baseline_std": 0.0014,
  "baseline_n": 100,
  "implementation_notes": [
    "Uses experiments/airbench94_deterministic_with_backoff.py as the module.",
    "Data loader applies deterministic translation only while epoch < translate_backoff_epoch.",
    "After backoff, only flip augmentation is used (still with alternating flip per epoch).",
    "Grouped index implementation is reused from deterministic_translate_opt1 for efficiency."
  ]
}
[2025-12-07 14:11:52.931] [INFO] Loading and configuring airbench94_deterministic_with_backoff...
[2025-12-07 14:11:53.667] [INFO] Effective augmentation config: {'flip': True, 'translate': 2, 'deterministic_translate': True, 'translate_backoff_epoch': 7}
[2025-12-07 14:11:53.667] [INFO] Running warmup...
[2025-12-07 14:12:04.489] [INFO] Warmup complete
[2025-12-07 14:12:04.489] [INFO] ================================================================================
[2025-12-07 14:12:04.489] [INFO] Starting 100 training runs...
[2025-12-07 14:12:04.489] [INFO] ================================================================================
[2025-12-07 14:12:04.489] [INFO] Starting run 0 with seed 42
[2025-12-07 14:13:27.962] [INFO] Run 18 complete: accuracy=0.9399, time=4.39s, seed=60
[2025-12-07 14:13:27.962] [INFO] Starting run 19 with seed 61
[2025-12-07 14:13:32.368] [INFO] Run 19 complete: accuracy=0.9413, time=4.41s, seed=61
[2025-12-07 14:13:32.368] [INFO] Progress: 20/100 runs completed (20 successful)
[2025-12-07 14:13:32.368] [INFO] Starting run 20 with seed 62
[2025-12-07 14:13:36.763] [INFO] Run 20 complete: accuracy=0.9372, time=4.39s, seed=62
[2025-12-07 14:13:36.763] [INFO] Starting run 21 with seed 63
[2025-12-07 14:13:41.158] [INFO] Run 21 complete: accuracy=0.9413, time=4.39s, seed=63
[2025-12-07 14:13:41.158] [INFO] Starting run 22 with seed 64
[2025-12-07 14:13:45.562] [INFO] Run 22 complete: accuracy=0.9402, time=4.40s, seed=64
[2025-12-07 14:13:45.562] [INFO] Starting run 23 with seed 65
[2025-12-07 14:13:49.956] [INFO] Run 23 complete: accuracy=0.9409, time=4.39s, seed=65
[2025-12-07 14:13:49.956] [INFO] Starting run 24 with seed 66
[2025-12-07 14:13:54.353] [INFO] Run 24 complete: accuracy=0.9387, time=4.40s, seed=66
[2025-12-07 14:13:54.353] [INFO] Progress: 25/100 runs completed (25 successful)
[2025-12-07 14:13:54.353] [INFO] Starting run 25 with seed 67
[2025-12-07 14:13:58.767] [INFO] Run 25 complete: accuracy=0.9393, time=4.41s, seed=67
[2025-12-07 14:13:58.767] [INFO] Starting run 26 with seed 68
[2025-12-07 14:14:03.154] [INFO] Run 26 complete: accuracy=0.9403, time=4.39s, seed=68
[2025-12-07 14:14:03.154] [INFO] Starting run 27 with seed 69
[2025-12-07 14:14:07.556] [INFO] Run 27 complete: accuracy=0.9388, time=4.40s, seed=69
[2025-12-07 14:14:07.556] [INFO] Starting run 28 with seed 70
[2025-12-07 14:14:11.963] [INFO] Run 28 complete: accuracy=0.9394, time=4.41s, seed=70
[2025-12-07 14:14:11.963] [INFO] Starting run 29 with seed 71
[2025-12-07 14:14:16.359] [INFO] Run 29 complete: accuracy=0.9384, time=4.40s, seed=71
[2025-12-07 14:14:16.359] [INFO] Progress: 30/100 runs completed (30 successful)
[2025-12-07 14:14:16.359] [INFO] Starting run 30 with seed 72
[2025-12-07 14:14:20.753] [INFO] Run 30 complete: accuracy=0.9389, time=4.39s, seed=72
[2025-12-07 14:14:20.753] [INFO] Starting run 31 with seed 73
[2025-12-07 14:14:25.162] [INFO] Run 31 complete: accuracy=0.9389, time=4.41s, seed=73
[2025-12-07 14:14:25.162] [INFO] Starting run 32 with seed 74
[2025-12-07 14:14:29.566] [INFO] Run 32 complete: accuracy=0.9397, time=4.40s, seed=74
[2025-12-07 14:14:29.566] [INFO] Starting run 33 with seed 75
[2025-12-07 14:14:33.961] [INFO] Run 33 complete: accuracy=0.9410, time=4.39s, seed=75
[2025-12-07 14:14:33.961] [INFO] Starting run 34 with seed 76
[2025-12-07 14:14:38.360] [INFO] Run 34 complete: accuracy=0.9386, time=4.40s, seed=76
[2025-12-07 14:14:38.360] [INFO] Progress: 35/100 runs completed (35 successful)
[2025-12-07 14:14:38.360] [INFO] Starting run 35 with seed 77
[2025-12-07 14:14:42.765] [INFO] Run 35 complete: accuracy=0.9387, time=4.40s, seed=77
[2025-12-07 14:14:42.765] [INFO] Starting run 36 with seed 78
[2025-12-07 14:14:47.160] [INFO] Run 36 complete: accuracy=0.9403, time=4.39s, seed=78
[2025-12-07 14:14:47.160] [INFO] Starting run 37 with seed 79
[2025-12-07 14:14:51.551] [INFO] Run 37 complete: accuracy=0.9398, time=4.39s, seed=79
[2025-12-07 14:14:51.551] [INFO] Starting run 38 with seed 80
[2025-12-07 14:14:55.966] [INFO] Run 38 complete: accuracy=0.9407, time=4.41s, seed=80
[2025-12-07 14:14:55.966] [INFO] Starting run 39 with seed 81
[2025-12-07 14:15:00.370] [INFO] Run 39 complete: accuracy=0.9393, time=4.40s, seed=81
[2025-12-07 14:15:00.370] [INFO] Progress: 40/100 runs completed (40 successful)
[2025-12-07 14:15:00.370] [INFO] Starting run 40 with seed 82
[2025-12-07 14:15:04.759] [INFO] Run 40 complete: accuracy=0.9387, time=4.39s, seed=82
[2025-12-07 14:15:04.759] [INFO] Starting run 41 with seed 83
[2025-12-07 14:15:09.156] [INFO] Run 41 complete: accuracy=0.9396, time=4.40s, seed=83
[2025-12-07 14:15:09.156] [INFO] Starting run 42 with seed 84
[2025-12-07 14:15:13.567] [INFO] Run 42 complete: accuracy=0.9421, time=4.41s, seed=84
[2025-12-07 14:15:13.567] [INFO] Starting run 43 with seed 85
[2025-12-07 14:15:17.969] [INFO] Run 43 complete: accuracy=0.9395, time=4.40s, seed=85
[2025-12-07 14:15:17.969] [INFO] Starting run 44 with seed 86
[2025-12-07 14:15:22.357] [INFO] Run 44 complete: accuracy=0.9401, time=4.39s, seed=86
[2025-12-07 14:15:22.357] [INFO] Progress: 45/100 runs completed (45 successful)
[2025-12-07 14:15:22.357] [INFO] Starting run 45 with seed 87
[2025-12-07 14:15:26.764] [INFO] Run 45 complete: accuracy=0.9406, time=4.41s, seed=87
[2025-12-07 14:15:26.764] [INFO] Starting run 46 with seed 88
[2025-12-07 14:15:31.161] [INFO] Run 46 complete: accuracy=0.9415, time=4.40s, seed=88
[2025-12-07 14:15:31.161] [INFO] Starting run 47 with seed 89
[2025-12-07 14:15:35.567] [INFO] Run 47 complete: accuracy=0.9404, time=4.41s, seed=89
[2025-12-07 14:15:35.567] [INFO] Starting run 48 with seed 90
[2025-12-07 14:15:39.964] [INFO] Run 48 complete: accuracy=0.9424, time=4.40s, seed=90
[2025-12-07 14:15:39.964] [INFO] Starting run 49 with seed 91
[2025-12-07 14:15:44.355] [INFO] Run 49 complete: accuracy=0.9392, time=4.39s, seed=91
[2025-12-07 14:15:44.355] [INFO] Progress: 50/100 runs completed (50 successful)
[2025-12-07 14:15:44.355] [INFO] Starting run 50 with seed 92
[2025-12-07 14:15:48.763] [INFO] Run 50 complete: accuracy=0.9363, time=4.41s, seed=92
[2025-12-07 14:15:48.763] [INFO] Starting run 51 with seed 93
[2025-12-07 14:15:53.161] [INFO] Run 51 complete: accuracy=0.9398, time=4.40s, seed=93
[2025-12-07 14:15:53.161] [INFO] Starting run 52 with seed 94
[2025-12-07 14:15:57.564] [INFO] Run 52 complete: accuracy=0.9397, time=4.40s, seed=94
[2025-12-07 14:15:57.564] [INFO] Starting run 53 with seed 95
[2025-12-07 14:16:01.961] [INFO] Run 53 complete: accuracy=0.9388, time=4.40s, seed=95
[2025-12-07 14:16:01.961] [INFO] Starting run 54 with seed 96
[2025-12-07 14:16:06.370] [INFO] Run 54 complete: accuracy=0.9400, time=4.41s, seed=96
[2025-12-07 14:16:06.370] [INFO] Progress: 55/100 runs completed (55 successful)
[2025-12-07 14:16:06.371] [INFO] Starting run 55 with seed 97
[2025-12-07 14:16:10.769] [INFO] Run 55 complete: accuracy=0.9410, time=4.40s, seed=97
[2025-12-07 14:16:10.769] [INFO] Starting run 56 with seed 98
[2025-12-07 14:16:15.160] [INFO] Run 56 complete: accuracy=0.9372, time=4.39s, seed=98
[2025-12-07 14:16:15.160] [INFO] Starting run 57 with seed 99
[2025-12-07 14:16:19.568] [INFO] Run 57 complete: accuracy=0.9398, time=4.41s, seed=99
[2025-12-07 14:16:19.569] [INFO] Starting run 58 with seed 100
[2025-12-07 14:16:23.960] [INFO] Run 58 complete: accuracy=0.9403, time=4.39s, seed=100
[2025-12-07 14:16:23.960] [INFO] Starting run 59 with seed 101
[2025-12-07 14:16:28.370] [INFO] Run 59 complete: accuracy=0.9404, time=4.41s, seed=101
[2025-12-07 14:16:28.370] [INFO] Progress: 60/100 runs completed (60 successful)
[2025-12-07 14:16:28.370] [INFO] Starting run 60 with seed 102
[2025-12-07 14:16:32.760] [INFO] Run 60 complete: accuracy=0.9409, time=4.39s, seed=102
[2025-12-07 14:16:32.760] [INFO] Starting run 61 with seed 103
[2025-12-07 14:16:37.167] [INFO] Run 61 complete: accuracy=0.9397, time=4.41s, seed=103
[2025-12-07 14:16:37.167] [INFO] Starting run 62 with seed 104
[2025-12-07 14:16:41.567] [INFO] Run 62 complete: accuracy=0.9401, time=4.40s, seed=104
[2025-12-07 14:16:41.567] [INFO] Starting run 63 with seed 105
[2025-12-07 14:16:45.966] [INFO] Run 63 complete: accuracy=0.9426, time=4.40s, seed=105
[2025-12-07 14:16:45.967] [INFO] Starting run 64 with seed 106
[2025-12-07 14:16:50.367] [INFO] Run 64 complete: accuracy=0.9397, time=4.40s, seed=106
[2025-12-07 14:16:50.367] [INFO] Progress: 65/100 runs completed (65 successful)
[2025-12-07 14:16:50.367] [INFO] Starting run 65 with seed 107
[2025-12-07 14:16:54.766] [INFO] Run 65 complete: accuracy=0.9377, time=4.40s, seed=107
[2025-12-07 14:16:54.766] [INFO] Starting run 66 with seed 108
[2025-12-07 14:16:59.173] [INFO] Run 66 complete: accuracy=0.9378, time=4.41s, seed=108
[2025-12-07 14:16:59.173] [INFO] Starting run 67 with seed 109
[2025-12-07 14:17:03.575] [INFO] Run 67 complete: accuracy=0.9390, time=4.40s, seed=109
[2025-12-07 14:17:03.575] [INFO] Starting run 68 with seed 110
[2025-12-07 14:17:07.969] [INFO] Run 68 complete: accuracy=0.9418, time=4.39s, seed=110
[2025-12-07 14:17:07.969] [INFO] Starting run 69 with seed 111
[2025-12-07 14:17:12.371] [INFO] Run 69 complete: accuracy=0.9402, time=4.40s, seed=111
[2025-12-07 14:17:12.371] [INFO] Progress: 70/100 runs completed (70 successful)
[2025-12-07 14:17:12.371] [INFO] Starting run 70 with seed 112
[2025-12-07 14:17:16.768] [INFO] Run 70 complete: accuracy=0.9379, time=4.40s, seed=112
[2025-12-07 14:17:16.768] [INFO] Starting run 71 with seed 113
[2025-12-07 14:17:21.162] [INFO] Run 71 complete: accuracy=0.9382, time=4.39s, seed=113
[2025-12-07 14:17:21.162] [INFO] Starting run 72 with seed 114
[2025-12-07 14:17:25.568] [INFO] Run 72 complete: accuracy=0.9416, time=4.41s, seed=114
[2025-12-07 14:17:25.568] [INFO] Starting run 73 with seed 115
[2025-12-07 14:17:29.961] [INFO] Run 73 complete: accuracy=0.9397, time=4.39s, seed=115
[2025-12-07 14:17:29.961] [INFO] Starting run 74 with seed 116
[2025-12-07 14:17:34.364] [INFO] Run 74 complete: accuracy=0.9389, time=4.40s, seed=116
[2025-12-07 14:17:34.364] [INFO] Progress: 75/100 runs completed (75 successful)
[2025-12-07 14:17:34.364] [INFO] Starting run 75 with seed 117
[2025-12-07 14:17:38.765] [INFO] Run 75 complete: accuracy=0.9399, time=4.40s, seed=117
[2025-12-07 14:17:38.765] [INFO] Starting run 76 with seed 118
[2025-12-07 14:17:43.156] [INFO] Run 76 complete: accuracy=0.9403, time=4.39s, seed=118
[2025-12-07 14:17:43.157] [INFO] Starting run 77 with seed 119
[2025-12-07 14:17:47.565] [INFO] Run 77 complete: accuracy=0.9407, time=4.41s, seed=119
[2025-12-07 14:17:47.565] [INFO] Starting run 78 with seed 120
[2025-12-07 14:17:51.965] [INFO] Run 78 complete: accuracy=0.9410, time=4.40s, seed=120
[2025-12-07 14:17:51.965] [INFO] Starting run 79 with seed 121
[2025-12-07 14:17:56.366] [INFO] Run 79 complete: accuracy=0.9390, time=4.40s, seed=121
[2025-12-07 14:17:56.366] [INFO] Progress: 80/100 runs completed (80 successful)
[2025-12-07 14:17:56.366] [INFO] Starting run 80 with seed 122
[2025-12-07 14:18:00.758] [INFO] Run 80 complete: accuracy=0.9402, time=4.39s, seed=122
[2025-12-07 14:18:00.759] [INFO] Starting run 81 with seed 123
[2025-12-07 14:18:05.161] [INFO] Run 81 complete: accuracy=0.9383, time=4.40s, seed=123
[2025-12-07 14:18:05.161] [INFO] Starting run 82 with seed 124
[2025-12-07 14:18:09.557] [INFO] Run 82 complete: accuracy=0.9378, time=4.40s, seed=124
[2025-12-07 14:18:09.557] [INFO] Starting run 83 with seed 125
[2025-12-07 14:18:13.965] [INFO] Run 83 complete: accuracy=0.9399, time=4.41s, seed=125
[2025-12-07 14:18:13.965] [INFO] Starting run 84 with seed 126
[2025-12-07 14:18:18.369] [INFO] Run 84 complete: accuracy=0.9402, time=4.40s, seed=126
[2025-12-07 14:18:18.369] [INFO] Progress: 85/100 runs completed (85 successful)
[2025-12-07 14:18:18.369] [INFO] Starting run 85 with seed 127
[2025-12-07 14:18:22.769] [INFO] Run 85 complete: accuracy=0.9369, time=4.40s, seed=127
[2025-12-07 14:18:22.769] [INFO] Starting run 86 with seed 128
[2025-12-07 14:18:27.169] [INFO] Run 86 complete: accuracy=0.9408, time=4.40s, seed=128
[2025-12-07 14:18:27.169] [INFO] Starting run 87 with seed 129
[2025-12-07 14:18:31.563] [INFO] Run 87 complete: accuracy=0.9375, time=4.39s, seed=129
[2025-12-07 14:18:31.563] [INFO] Starting run 88 with seed 130
[2025-12-07 14:18:35.952] [INFO] Run 88 complete: accuracy=0.9384, time=4.39s, seed=130
[2025-12-07 14:18:35.952] [INFO] Starting run 89 with seed 131
[2025-12-07 14:18:40.354] [INFO] Run 89 complete: accuracy=0.9409, time=4.40s, seed=131
[2025-12-07 14:18:40.354] [INFO] Progress: 90/100 runs completed (90 successful)
[2025-12-07 14:18:40.354] [INFO] Starting run 90 with seed 132
[2025-12-07 14:18:44.760] [INFO] Run 90 complete: accuracy=0.9381, time=4.41s, seed=132
[2025-12-07 14:18:44.760] [INFO] Starting run 91 with seed 133
[2025-12-07 14:18:49.165] [INFO] Run 91 complete: accuracy=0.9385, time=4.41s, seed=133
[2025-12-07 14:18:49.165] [INFO] Starting run 92 with seed 134
[2025-12-07 14:18:53.561] [INFO] Run 92 complete: accuracy=0.9391, time=4.40s, seed=134
[2025-12-07 14:18:53.561] [INFO] Starting run 93 with seed 135
[2025-12-07 14:18:57.967] [INFO] Run 93 complete: accuracy=0.9394, time=4.40s, seed=135
[2025-12-07 14:18:57.967] [INFO] Starting run 94 with seed 136
[2025-12-07 14:19:02.371] [INFO] Run 94 complete: accuracy=0.9420, time=4.40s, seed=136
[2025-12-07 14:19:02.371] [INFO] Progress: 95/100 runs completed (95 successful)
[2025-12-07 14:19:02.371] [INFO] Starting run 95 with seed 137
[2025-12-07 14:19:06.773] [INFO] Run 95 complete: accuracy=0.9404, time=4.40s, seed=137
[2025-12-07 14:19:06.773] [INFO] Starting run 96 with seed 138
[2025-12-07 14:19:11.178] [INFO] Run 96 complete: accuracy=0.9418, time=4.40s, seed=138
[2025-12-07 14:19:11.178] [INFO] Starting run 97 with seed 139
[2025-12-07 14:19:15.573] [INFO] Run 97 complete: accuracy=0.9399, time=4.39s, seed=139
[2025-12-07 14:19:15.573] [INFO] Starting run 98 with seed 140
[2025-12-07 14:19:19.966] [INFO] Run 98 complete: accuracy=0.9386, time=4.39s, seed=140
[2025-12-07 14:19:19.966] [INFO] Starting run 99 with seed 141
[2025-12-07 14:19:24.361] [INFO] Run 99 complete: accuracy=0.9397, time=4.39s, seed=141
[2025-12-07 14:19:24.361] [INFO] Progress: 100/100 runs completed (100 successful)
[2025-12-07 14:19:24.361] [INFO] ================================================================================
[2025-12-07 14:19:24.361] [INFO] All runs completed: 100/100 successful
[2025-12-07 14:19:24.361] [INFO] ================================================================================
[2025-12-07 14:19:24.361] [INFO] Computing statistics...
[2025-12-07 14:19:24.690] [INFO] Accuracy: 0.9397 ± 0.0013 (std)
[2025-12-07 14:19:24.691] [INFO] Accuracy 95% CI: [0.9395, 0.9400]
[2025-12-07 14:19:24.691] [INFO] Accuracy range: [0.9363, 0.9426]
[2025-12-07 14:19:24.691] [INFO] Median accuracy: 0.9398
[2025-12-07 14:19:24.691] [INFO] Mean time per run: 4.40s ± 0.01s
[2025-12-07 14:19:24.691] [INFO] Total training time: 439.81s (0.12 hours)
[2025-12-07 14:19:24.691] [INFO] Target accuracy: 0.9400
[2025-12-07 14:19:24.691] [WARNING] ✗ Target accuracy NOT achieved: 0.9397 < 0.9400
[2025-12-07 14:19:24.691] [INFO] Baseline accuracy: 0.9401
[2025-12-07 14:19:24.691] [INFO] Improvement: -0.04%
[2025-12-07 14:19:24.691] [INFO] Statistical significance: t=-1.881, p=0.0614
[2025-12-07 14:19:24.691] [INFO] Result is NOT statistically significant (p >= 0.05)
[2025-12-07 14:19:24.691] [INFO] ================================================================================
[2025-12-07 14:19:24.691] [INFO] FINALIZING EXPERIMENT
[2025-12-07 14:19:24.691] [INFO] ================================================================================
[2025-12-07 14:19:24.692] [INFO] Experiment completed with 100 runs
[2025-12-07 14:19:24.692] [INFO] Mean accuracy: 0.9397 ± 0.0013
[2025-12-07 14:19:24.692] [INFO] 95% CI: [0.9395, 0.9400]
[2025-12-07 14:19:24.692] [INFO] Summary saved to summary.json
[2025-12-07 14:19:24.693] [INFO] End Time: 2025-12-07 14:19:24.693035
[2025-12-07 14:19:24.693] [INFO] ================================================================================
